Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Job State,Job Simplified,Vader
148500.0,3.3,Child Mind Institute,"New York, NY",201 - 500,Health Care Services & Hospitals,Healthcare,NY,data scientist,0.32
109242.0,3.7,MJHS,"Brooklyn, NY",1001 - 5000,Health Care Services & Hospitals,Healthcare,NY,data scientist,0.21
112500.0,4.6,T-Rex Solutions,"Washington, DC",201 - 500,Information Technology Support Services,Information Technology,DC,data engineer,0.48
729040.0,3.7,Newmark,"Southlake, TX",5001 - 10000,Real Estate,Real Estate,TX,data scientist,0.16
114545.0,4.0,"Nuvative, Inc.","Wichita, KS",1 - 50,Banking & Lending,Financial Services,KS,data scientist,0.31
99288.0,4.5,Quiet Professionals LLC,"Tampa, FL",201 - 500,Aerospace & Defense,Aerospace & Defense,FL,data scientist,0.22
130000.0,3.8,Vectrus,"King George, VA",10000+,Aerospace & Defense,Aerospace & Defense,VA,mle,0.32
89628.0,4.0,"Nuvative, Inc.","Wichita, KS",1 - 50,Banking & Lending,Financial Services,KS,data scientist,0.29
707200.0,3.5,Broadleaf,"Rochester, NY",10000+,HR Consulting,Human Resources & Staffing,NY,data scientist,0.26
134799.0,4.1,Charter Manufacturing,"Mequon, WI",1001 - 5000,Metal & Mineral Manufacturing,Manufacturing,WI,data scientist,0.25
117954.0,2.8,Washington State Department of Corrections,"Tumwater, WA",5001 - 10000,State & Regional Agencies,Government & Public Administration,WA,statistician,0.35
185000.0,3.6,Aequor Technologies,"King of Prussia, PA",501 - 1000,Information Technology Support Services,Information Technology,PA,data scientist,0.27
115000.0,3.2,Postal Center International,"Weston, FL",201 - 500,Office Supply & Copy Stores,Retail & Wholesale,FL,analyst,0.24
109856.0,3.7,The Judge Group,"Trenton, NJ",1001 - 5000,HR Consulting,Human Resources & Staffing,NJ,data scientist,0.99
91585.0,3.2,"Cal-Tex Protective Coatings, Inc.","Schertz, TX",51 - 200,Chemical Manufacturing,Manufacturing,TX,data scientist,0.24
133385.0,3.5,Oscar Health,"New York, NY",1001 - 5000,Insurance Agencies & Brokerages,Insurance,NY,data scientist,0.28
100629.0,3.8,Abbott Laboratories,"Austin, TX",10000+,Health Care Services & Hospitals,Healthcare,TX,data scientist,0.48
110400.0,4.1,Jefferson Lab,"Newport News, VA",501 - 1000,National Agencies,Government & Public Administration,VA,data scientist,0.35
102500.0,4.6,ApolloMed,Remote,501 - 1000,Health Care Services & Hospitals,Healthcare,Remote,data scientist,0.53
124156.0,3.1,WALGREENS,"Deerfield, IL",10000+,Drug & Health Stores,Retail & Wholesale,IL,data scientist,0.37
117500.0,4.2,Nanit,"New York, NY",1 - 50,Consumer Electronics & Appliances Stores,Retail & Wholesale,NY,data scientist,0.35
132419.0,3.7,Starbucks,"Seattle, WA",10000+,Restaurants & Cafes,Restaurants & Food Service,WA,mle,0.18
93000.0,-1.0,Mutual of Omaha - Corporate,Remote,5001 - 10000,Insurance Carriers,Insurance,Remote,data scientist,0.32
80500.0,4.4,"E-Logic, Inc.","Sacramento, CA",1 - 50,Information Technology Support Services,Information Technology,CA,data engineer,0.29
101567.0,4.4,Experian,"Costa Mesa, CA",10000+,Business Consulting,Management & Consulting,CA,data scientist,0.47
67427.0,4.9,Camgian,"Starkville, MS",1 - 50,Computer Hardware Development,Information Technology,MS,data scientist,0.66
117307.0,3.6,Stellar,"Dallas, TX",51 - 200,Information Technology Support Services,Information Technology,TX,data scientist,0.55
100385.0,4.1,John Deere,"Moline, IL",10000+,Machinery Manufacturing,Manufacturing,IL,data scientist,0.32
99955.0,2.5,DreamBox Learning,"Bellevue, WA",201 - 500,Education & Training Services,Education,WA,data scientist,0.43
91353.0,3.8,DICK'S Sporting Goods,"Melville, NY",10000+,Sporting Goods Stores,Retail & Wholesale,NY,data scientist,0.23
106210.0,4.2,GE Healthcare,"Wauwatosa, WI",10000+,Health Care Services & Hospitals,Healthcare,WI,data scientist,0.27
73000.0,3.6,NYC Health + Hospitals,"New York, NY",5001 - 10000,Health Care Services & Hospitals,Healthcare,NY,data scientist,0.45
160708.0,4.0,Pinterest,"San Francisco, CA",1001 - 5000,Internet & Web Services,Information Technology,CA,data scientist,0.33
84892.0,3.3,Grand Casino,"Onamia, MN",1001 - 5000,Gambling,"Arts, Entertainment & Recreation",MN,data scientist,0.39
100346.0,3.6,Banyan Data Services,"San Jose, CA",51 - 200,Information Technology Support Services,Information Technology,CA,analyst,0.4
93124.0,3.9,HiLabs,"Bethesda, MD",51 - 200,Software Development,Information Technology,MD,data scientist,0.18
92988.0,3.2,Auctane Careers,"Austin, TX",201 - 500,Computer Hardware Development,Information Technology,TX,data scientist,0.15
96589.0,3.3,Kinetix Trading Solutions Inc,"Irving, TX",51 - 200,Investment & Asset Management,Financial Services,TX,mle,0.2
133143.0,3.5,CareFirst BlueCross BlueShield,"Reston, VA",5001 - 10000,Insurance Carriers,Insurance,VA,data scientist,0.2
105946.0,4.3,MNTN,"Austin, TX",201 - 500,Internet & Web Services,Information Technology,TX,mle,0.27
86500.0,3.0,Lauretta AI LLC,"Austin, TX",1 - 50,Information Technology Support Services,Information Technology,TX,mle,0.97
153938.0,3.1,WALGREENS,"Deerfield, IL",10000+,Drug & Health Stores,Retail & Wholesale,IL,data scientist,0.22
135000.0,4.3,IUNU,"Seattle, WA",1 - 50,Computer Hardware Development,Information Technology,WA,mle,0.51
120000.0,4.1,Cross River,"Fort Lee, NJ",501 - 1000,Banking & Lending,Financial Services,NJ,data scientist,0.35
76304.0,4.1,Smith & Associates,"Houston, TX",501 - 1000,Information Technology Support Services,Information Technology,TX,data scientist,0.37
149166.0,4.2,EarnIn,"Palo Alto, CA",201 - 500,Information Technology Support Services,Information Technology,CA,data scientist,0.49
99950.0,4.2,Plasma Computing Group,"Dallas, TX",51 - 200,Enterprise Software & Network Solutions,Information Technology,TX,mle,0.11
125000.0,4.1,Cenergy International Services,"Boston, MA",10000+,Energy & Utilities,"Energy, Mining & Utilities",MA,data scientist,0.53
110100.0,3.6,Blue Cross & Blue Shield of Rhode Island,"Providence, RI",501 - 1000,Insurance Carriers,Insurance,RI,data scientist,0.34
104957.0,4.3,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD",5001 - 10000,Aerospace & Defense,Aerospace & Defense,MD,data scientist,0.4
72000.0,3.8,Tecolote Research,"Albuquerque, NM",501 - 1000,Aerospace & Defense,Aerospace & Defense,NM,data scientist,0.46
87500.0,3.4,University of Maryland Medical System,"Linthicum, MD",10000+,Health Care Services & Hospitals,Health Care,MD,data scientist,0.47
85000.0,4.8,KnowBe4,"Clearwater, FL",501 - 1000,Security Services,Business Services,FL,data scientist,0.33
76500.0,3.8,PNNL,"Richland, WA",1001 - 5000,Energy,"Oil, Gas, Energy & Utilities",WA,data scientist,0.39
114500.0,2.9,Affinity Solutions,"New York, NY",51 - 200,Advertising & Marketing,Business Services,NY,data scientist,0.55
95000.0,3.4,CyrusOne,"Dallas, TX",201 - 500,Real Estate,Real Estate,TX,data scientist,0.51
73500.0,4.1,ClearOne Advantage,"Baltimore, MD",501 - 1000,Banks & Credit Unions,Finance,MD,data scientist,0.51
114000.0,3.8,Logic20/20,"San Jose, CA",201 - 500,Consulting,Business Services,CA,data scientist,0.58
61000.0,3.3,Rochester Regional Health,"Rochester, NY",10000+,Health Care Services & Hospitals,Health Care,NY,research scientist,-0.01
140000.0,4.6,<intent>,"New York, NY",51 - 200,Internet,Information Technology,NY,data scientist,0.46
163500.0,3.5,Wish,"San Jose, CA",501 - 1000,Other Retail Stores,Retail,CA,data scientist,0.44
85000.0,4.1,ManTech,"Chantilly, VA",5001 - 10000,Research & Development,Business Services,VA,data scientist,0.33
139000.0,3.2,Walmart,"Plano, TX",10000+,"Department, Clothing, & Shoe Stores",Retail,TX,data scientist,0.25
65500.0,4.1,Yesler,"Seattle, WA",201 - 500,Advertising & Marketing,Business Services,WA,analyst,0.57
113500.0,3.7,Takeda Pharmaceuticals,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.23
146000.0,3.6,Audible,"Newark, NJ",1001 - 5000,Motion Picture Production & Distribution,Media,NJ,data engineer,0.47
102000.0,3.9,Blueprint Medicines,"Cambridge, MA",51 - 200,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.22
153500.0,4.3,h2o.ai,"Mountain View, CA",201 - 500,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.22
142500.0,4.2,Nuna,"San Francisco, CA",51 - 200,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.46
87500.0,4.0,Pinnacol Assurance,"Denver, CO",501 - 1000,Insurance Carriers,Insurance,CO,data scientist,0.43
105500.0,3.2,Porch,"Seattle, WA",201 - 500,Internet,Information Technology,WA,data scientist,0.64
96000.0,3.9,Health IQ,"Dallas, TX",201 - 500,Insurance Agencies & Brokerages,Insurance,TX,mle,0.44
112500.0,3.8,Truckstop.com,"Chicago, IL",501 - 1000,Logistics & Supply Chain,Transportation & Logistics,IL,data scientist,0.3
84000.0,4.3,SMC 3,"Louisville, KY",51 - 200,Logistics & Supply Chain,Transportation & Logistics,KY,data scientist,0.66
143000.0,4.0,Novetta,"Herndon, VA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,VA,data scientist,0.38
86500.0,4.0,Pfizer,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.43
99500.0,3.5,First Tech Federal Credit Union,"Hillsboro, OR",1001 - 5000,Banks & Credit Unions,Finance,OR,data scientist,0.62
47500.0,3.7,The Hanover Insurance Group,"Worcester, MA",5001 - 10000,Insurance Carriers,Insurance,MA,analyst,0.28
84000.0,4.0,Pfizer,"Groton, CT",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CT,data scientist,0.49
96000.0,3.6,Amrock,"Detroit, MI",1001 - 5000,Real Estate,Real Estate,MI,data scientist,0.35
114500.0,3.8,Novartis,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,mle,0.38
121000.0,3.8,Juniper Networks,"Sunnyvale, CA",5001 - 10000,Telecommunications Services,Telecommunications,CA,data scientist,0.3
112500.0,4.7,New England Biolabs,"Ipswich, MA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.24
106000.0,4.2,Clarity Insights,"San Jose, CA",201 - 500,IT Services,Information Technology,CA,analyst,0.34
107000.0,3.5,Esri,"Redlands, CA",1001 - 5000,Computer Hardware & Software,Information Technology,CA,data scientist,0.66
110000.0,4.7,Systems & Technology Research,"Woburn, MA",201 - 500,Aerospace & Defense,Aerospace & Defense,MA,data scientist,0.62
147500.0,3.5,Sartorius,"Fremont, CA",5001 - 10000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.71
106000.0,3.5,Lancer Insurance,"Long Beach, NY",201 - 500,Insurance Carriers,Insurance,NY,data engineer,0.26
88000.0,4.2,Sauce Labs,"San Francisco, CA",201 - 500,IT Services,Information Technology,CA,analyst,0.42
142500.0,4.2,Nuna,"San Francisco, CA",51 - 200,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.47
82500.0,3.4,Edgewell Personal Care,"Allendale, NJ",5001 - 10000,Consumer Products Manufacturing,Manufacturing,NJ,data scientist,0.3
130000.0,4.3,Equity Residential,"Chicago, IL",1001 - 5000,Real Estate,Real Estate,IL,data scientist,0.38
184500.0,3.7,Visa Inc.,"Bellevue, WA",10000+,IT Services,Information Technology,WA,data scientist,0.41
29500.0,3.1,Intrado,"Longmont, CO",5001 - 10000,Enterprise Software & Network Solutions,Information Technology,CO,analyst,0.2
86500.0,4.7,Centauri,"Beavercreek, OH",501 - 1000,Aerospace & Defense,Aerospace & Defense,OH,data scientist,0.49
81000.0,3.7,Caterpillar,"Peoria, IL",10000+,Industrial Manufacturing,Manufacturing,IL,data scientist,0.36
91000.0,3.8,Zimmerman Advertising,"Fort Lauderdale, FL",501 - 1000,Advertising & Marketing,Business Services,FL,data scientist,0.32
114500.0,3.3,Liberty Mutual Insurance,"Boston, MA",10000+,Insurance Carriers,Insurance,MA,data scientist,0.45
68000.0,4.6,"Torch Technologies, Inc.","Huntsville, AL",1001 - 5000,Aerospace & Defense,Aerospace & Defense,AL,analyst,0.46
115000.0,3.7,Swiss Re,"Armonk, NY",10000+,Insurance Agencies & Brokerages,Insurance,NY,data scientist,0.32
109500.0,3.7,Northrop Grumman,"San Diego, CA",10000+,Aerospace & Defense,Aerospace & Defense,CA,data scientist,0.44
75500.0,3.5,Sartorius,"Albuquerque, NM",5001 - 10000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NM,data scientist,0.71
154500.0,4.1,Netskope,"San Francisco, CA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.56
143500.0,4.7,1904labs,"Saint Louis, MO",51 - 200,IT Services,Information Technology,MO,data scientist,0.41
107000.0,4.4,The David J. Joseph Company,"Cincinnati, OH",201 - 500,Metals Brokers,Mining & Metals,OH,data scientist,0.37
115000.0,4.3,USEReady,"New York, NY",201 - 500,Consulting,Business Services,NY,data scientist,0.66
139500.0,3.8,Bill.com,"Palo Alto, CA",501 - 1000,Financial Transaction Processing,Finance,CA,data scientist,0.23
67000.0,3.8,Pacific Northwest National Laboratory,"Richland, WA",1001 - 5000,Energy,"Oil, Gas, Energy & Utilities",WA,data scientist,0.36
85000.0,3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA",10000+,Sporting Goods Stores,Retail,PA,data scientist,0.37
118000.0,2.8,Berg Health,"Framingham, MA",51 - 200,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.77
79500.0,4.7,Oversight Systems,"Atlanta, GA",51 - 200,Computer Hardware & Software,Information Technology,GA,data scientist,0.3
56500.0,3.1,C Space,"Boston, MA",201 - 500,Advertising & Marketing,Business Services,MA,data scientist,0.44
128500.0,3.2,"Numeric, LLC","Philadelphia, PA",1 - 50,Staffing & Outsourcing,Business Services,PA,data scientist,0.39
97500.0,4.0,HP Inc.,"Vancouver, WA",10000+,Computer Hardware & Software,Information Technology,WA,data scientist,0.15
66500.0,4.4,SpringML,"Indianapolis, IN",1 - 50,Enterprise Software & Network Solutions,Information Technology,IN,data scientist,0.11
179500.0,3.6,Grainger,"Lake Forest, IL",10000+,Wholesale,Business Services,IL,data scientist,0.38
76000.0,2.7,EAG Laboratories,"Maryland Heights, MO",501 - 1000,Research & Development,Business Services,MO,data scientist,0.28
112000.0,3.9,The Buffalo Group,"Charlottesville, VA",501 - 1000,IT Services,Information Technology,VA,data scientist,0.21
98000.0,3.1,Carmeuse,"Pittsburgh, PA",1001 - 5000,Mining,Mining & Metals,PA,data scientist,0.35
128000.0,4.0,HP Inc.,"Vancouver, WA",10000+,Computer Hardware & Software,Information Technology,WA,data scientist,0.38
150500.0,4.3,h2o.ai,"Mountain View, CA",201 - 500,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.26
87500.0,1.9,GNS Healthcare,"Cambridge, MA",51 - 200,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,research scientist,0.36
110000.0,3.3,Peraton,"Chantilly, VA",1001 - 5000,Aerospace & Defense,Aerospace & Defense,VA,data scientist,0.38
113500.0,4.4,Pactera,"San Jose, CA",10000+,IT Services,Information Technology,CA,data scientist,0.47
124000.0,3.9,Nurx,"San Francisco, CA",51 - 200,Health Care Services & Hospitals,Health Care,CA,data scientist,0.36
56500.0,4.7,webfx.com,"Harrisburg, PA",201 - 500,Advertising & Marketing,Business Services,PA,analyst,0.61
130000.0,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",5001 - 10000,Aerospace & Defense,Aerospace & Defense,MD,data scientist,0.36
77500.0,4.3,Productive Edge,"Chicago, IL",51 - 200,Computer Hardware & Software,Information Technology,IL,analyst,0.52
87000.0,4.0,Excella Consulting,"Arlington, VA",201 - 500,Consulting,Business Services,VA,data engineer,0.43
53500.0,4.4,Gensco,"Tacoma, WA",501 - 1000,Wholesale,Business Services,WA,analyst,0.35
85500.0,4.2,goTRG,"Miami, FL",501 - 1000,Enterprise Software & Network Solutions,Information Technology,FL,data scientist,0.42
48000.0,4.5,NMR Consulting,"Huntsville, AL",51 - 200,IT Services,Information Technology,AL,data scientist,0.46
48000.0,3.5,iSeatz,"New Orleans, LA",51 - 200,Enterprise Software & Network Solutions,Information Technology,LA,analyst,0.67
174000.0,3.5,Nektar Therapeutics,"San Francisco, CA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.41
85000.0,3.9,TransUnion,"Atlanta, GA",5001 - 10000,Financial Analytics & Research,Finance,GA,data scientist,0.63
106500.0,4.7,IT Concepts,"Landover, MD",51 - 200,IT Services,Information Technology,MD,data modeler,0.2
72500.0,4.2,Scientific Research Corporation,"Patuxent River, MD",1001 - 5000,IT Services,Information Technology,MD,analyst,0.42
85500.0,3.4,General Dynamics Information Technology,"Suitland, MD",10000+,IT Services,Information Technology,MD,data scientist,0.31
97500.0,3.2,MITRE,"McLean, VA",5001 - 10000,Federal Agencies,Government,VA,data scientist,0.49
99000.0,3.9,The Buffalo Group,"Fort Belvoir, VA",501 - 1000,IT Services,Information Technology,VA,data scientist,0.47
56500.0,3.1,DentaQuest,"Milwaukee, WI",1001 - 5000,Insurance Carriers,Insurance,WI,analyst,0.26
133000.0,4.1,Redjack,"Silver Spring, MD",1 - 50,IT Services,Information Technology,MD,data scientist,0.24
121000.0,3.8,7Park Data,"New York, NY",51 - 200,Research & Development,Business Services,NY,data scientist,0.56
85500.0,4.7,Rapid Response Monitoring,"Syracuse, NY",501 - 1000,Security Services,Business Services,NY,data scientist,0.28
87500.0,4.3,Trilogy Ed,"Houston, TX",1001 - 5000,Education Training Services,Education,TX,data scientist,0.45
237500.0,4.2,Gallup,"Washington, DC",1001 - 5000,Consulting,Business Services,DC,data scientist,0.46
95500.0,3.9,CapTech,"Charlotte, NC",1001 - 5000,IT Services,Information Technology,NC,data engineer,0.41
104500.0,3.3,American Axle & Manufacturing,"Southfield, MI",10000+,Transportation Equipment Manufacturing,Manufacturing,MI,data scientist,0.32
56500.0,4.7,CentralReach,"Matawan, NJ",201 - 500,Computer Hardware & Software,Information Technology,NJ,analyst,0.55
55000.0,4.3,Integrate,"Phoenix, AZ",201 - 500,Enterprise Software & Network Solutions,Information Technology,AZ,analyst,0.44
61500.0,2.9,Boys Town Hospital,"Omaha, NE",1001 - 5000,Health Care Services & Hospitals,Health Care,NE,research scientist,0.45
157000.0,4.5,Demandbase,"San Francisco, CA",201 - 500,Computer Hardware & Software,Information Technology,CA,data scientist,0.43
78000.0,3.4,Sapphire Digital,"Lyndhurst, NJ",201 - 500,Internet,Information Technology,NJ,data engineer,0.36
132500.0,3.2,Formation,"San Francisco, CA",51 - 200,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.43
108000.0,4.0,Autodesk,"San Francisco, CA",5001 - 10000,Computer Hardware & Software,Information Technology,CA,data engineer,0.57
80500.0,4.6,Beck's Hybrids,"Atlanta, IN",501 - 1000,Farm Support Services,Agriculture & Forestry,IN,data scientist,0.32
107500.0,2.8,DrFirst,"Rockville, MD",201 - 500,Health Care Services & Hospitals,Health Care,MD,data scientist,0.29
95000.0,4.7,Object Partners,"Minneapolis, MN",51 - 200,Consulting,Business Services,MN,data engineer,0.24
119500.0,3.0,L.A. Care Health Plan,"Los Angeles, CA",1001 - 5000,Health Care Services & Hospitals,Health Care,CA,data scientist,0.21
134000.0,3.2,Red Ventures,"Charlotte, NC",1001 - 5000,Advertising & Marketing,Business Services,NC,data engineer,0.4
100500.0,4.4,Quick Base,"Cambridge, MA",201 - 500,Enterprise Software & Network Solutions,Information Technology,MA,data scientist,0.58
107500.0,3.5,The E.W. Scripps Company,"Cincinnati, OH",1001 - 5000,TV Broadcast & Cable Networks,Media,OH,data scientist,0.26
122000.0,4.0,Upside Business Travel,"Washington, DC",51 - 200,Internet,Information Technology,DC,data engineer,0.32
92500.0,4.3,Equity Residential,"Chicago, IL",1001 - 5000,Real Estate,Real Estate,IL,data engineer,0.39
62000.0,2.3,Synagro,"Baltimore, MD",501 - 1000,Research & Development,Business Services,MD,analyst,0.38
39500.0,4.0,Alliance Source Testing,"Alabaster, AL",51 - 200,Architectural & Engineering Services,Business Services,AL,data scientist,0.28
107500.0,3.6,Accuride International,"Santa Fe Springs, Los Angeles, CA",1001 - 5000,Industrial Manufacturing,Manufacturing,CA,data scientist,0.34
40500.0,3.8,Full Potential Solutions,"Kansas City, MO",501 - 1000,Staffing & Outsourcing,Business Services,MO,data scientist,0.93
89500.0,3.7,Visa Inc.,"Ashburn, VA",10000+,IT Services,Information Technology,VA,mle,0.34
81000.0,4.4,Maven Wave Partners,"Chicago, IL",201 - 500,Consulting,Business Services,IL,data scientist,0.26
147000.0,4.0,Novetta,"Herndon, VA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,VA,data scientist,0.36
85000.0,3.2,"First Command Financial Services, Inc.","Fort Worth, TX",1001 - 5000,Brokerage Services,Finance,TX,data scientist,0.2
81500.0,2.9,Pharmavite,"Valencia, CA",1001 - 5000,Consumer Products Manufacturing,Manufacturing,CA,data scientist,0.43
168000.0,3.8,BioMarin Pharmaceutical,"Novato, CA",1001 - 5000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.34
100500.0,4.3,Stratagem Group,"Aurora, CO",1 - 50,Aerospace & Defense,Aerospace & Defense,CO,mle,0.47
97000.0,3.4,PA Consulting,"New York, NY",1001 - 5000,Consulting,Business Services,NY,data scientist,0.5
132500.0,5.0,Gridiron IT,"Tampa, FL",51 - 200,IT Services,Information Technology,FL,data engineer,-0.01
100000.0,4.3,Productive Edge,"Chicago, IL",51 - 200,Computer Hardware & Software,Information Technology,IL,data engineer,0.33
105000.0,3.7,Evolve Vacation Rental,"Denver, CO",201 - 500,Travel Agencies,Travel & Tourism,CO,data scientist,0.54
87000.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",10000+,Religious Organizations,Non-Profit,UT,data engineer,0.49
103500.0,4.3,Maximus Real Estate Partners,"San Francisco, CA",51 - 200,Real Estate,Real Estate,CA,analyst,0.26
124000.0,2.6,Software Engineering Institute,"Pittsburgh, PA",501 - 1000,Colleges & Universities,Education,PA,research scientist,0.39
67000.0,3.8,PNNL,"Richland, WA",1001 - 5000,Energy,"Oil, Gas, Energy & Utilities",WA,data scientist,0.29
87000.0,3.9,AVANADE,"Washington, DC",10000+,IT Services,Information Technology,DC,data engineer,0.55
137500.0,4.3,h2o.ai,"Chicago, IL",201 - 500,Enterprise Software & Network Solutions,Information Technology,IL,data scientist,0.26
100000.0,3.8,PatientPoint,"Cincinnati, OH",201 - 500,Advertising & Marketing,Business Services,OH,data scientist,0.35
106500.0,3.8,BlueCross BlueShield of Tennessee,"Chattanooga, TN",5001 - 10000,Insurance Carriers,Insurance,TN,data engineer,0.27
98500.0,3.8,PNNL,"Richland, WA",1001 - 5000,Energy,"Oil, Gas, Energy & Utilities",WA,data scientist,0.36
61000.0,4.8,KnowBe4,"Clearwater, FL",501 - 1000,Security Services,Business Services,FL,analyst,0.5
106500.0,4.4,KSM Consulting,"Indianapolis, IN",51 - 200,Consulting,Business Services,IN,data scientist,0.42
84500.0,3.9,Cogo Labs,"Cambridge, MA",51 - 200,Internet,Information Technology,MA,data engineer,0.36
109500.0,3.4,Church & Dwight,"Ewing, NJ",1001 - 5000,Consumer Products Manufacturing,Manufacturing,NJ,data scientist,0.41
164000.0,3.6,MassMutual,"Boston, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data scientist,0.54
169000.0,3.9,Genentech,"South San Francisco, CA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.3
142000.0,3.8,Juniper Networks,"Cupertino, CA",5001 - 10000,Telecommunications Services,Telecommunications,CA,data scientist,0.26
76500.0,3.7,Takeda Pharmaceuticals,"Boston, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.39
107000.0,3.8,Legal & General America,"Frederick, MD",501 - 1000,Insurance Carriers,Insurance,MD,data scientist,0.37
171500.0,3.5,Western Digital,"San Jose, CA",10000+,Computer Hardware & Software,Information Technology,CA,data scientist,0.15
107000.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT",10000+,Religious Organizations,Non-Profit,UT,data engineer,0.46
145000.0,3.5,Sunovion,"Marlborough, MA",1001 - 5000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.25
61500.0,2.9,National Student Clearinghouse,"Herndon, VA",201 - 500,Colleges & Universities,Education,VA,analyst,0.28
20500.0,3.6,Tower Health,"West Reading, PA",5001 - 10000,Health Care Services & Hospitals,Health Care,PA,data scientist,0.41
120000.0,2.7,State of Wisconsin Investment Board,"Madison, WI",51 - 200,Investment Banking & Asset Management,Finance,WI,data scientist,0.57
62000.0,4.4,Rubius Therapeutics,"Cambridge, MA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.18
150500.0,4.0,Autodesk,"San Francisco, CA",5001 - 10000,Computer Hardware & Software,Information Technology,CA,data scientist,0.45
87500.0,4.3,OneMagnify,"Dearborn, MI",201 - 500,Advertising & Marketing,Business Services,MI,data scientist,0.32
71500.0,4.2,IZEA,"Winter Park, FL",51 - 200,Advertising & Marketing,Business Services,FL,data engineer,0.27
51500.0,3.6,Vionic Group,"San Rafael, CA",51 - 200,"Department, Clothing, & Shoe Stores",Retail,CA,analyst,0.38
151500.0,3.7,Takeda Pharmaceuticals,"San Diego, CA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.41
77500.0,2.8,Dodge Data & Analytics,"Hamilton, NJ",201 - 500,IT Services,Information Technology,NJ,analyst,0.5
140000.0,3.7,Takeda Pharmaceuticals,"Boston, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.42
98500.0,3.3,Plymouth Rock Assurance,"Woodbridge, NJ",1001 - 5000,Insurance Carriers,Insurance,NJ,data scientist,0.23
225000.0,-1.0,CA-One Tech Cloud,"San Francisco, CA",51 - 200,IT Services,Information Technology,CA,data scientist,0.36
27500.0,3.6,Beebe Healthcare,"Lewes, DE",1001 - 5000,Health Care Services & Hospitals,Health Care,DE,data scientist,0.26
161500.0,3.7,Takeda Pharmaceuticals,"Boston, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.06
147000.0,3.4,Argo Group US,"New York, NY",1001 - 5000,Insurance Carriers,Insurance,NY,data scientist,0.15
61000.0,4.1,Associated Electric Cooperative,"Springfield, MO",501 - 1000,Energy,"Oil, Gas, Energy & Utilities",MO,analyst,0.44
120000.0,2.6,Software Engineering Institute,"Pittsburgh, PA",501 - 1000,Colleges & Universities,Education,PA,mle,0.36
124500.0,3.2,PennyMac,"Phoenix, AZ",1001 - 5000,Lending,Finance,AZ,data scientist,0.45
148000.0,3.9,Zest AI,"Burbank, CA",51 - 200,Financial Analytics & Research,Finance,CA,data scientist,0.56
59000.0,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL",51 - 200,Aerospace & Defense,Aerospace & Defense,AL,analyst,0.4
146500.0,3.7,The Hanover Insurance Group,"Worcester, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data scientist,0.29
91500.0,2.9,Karyopharm Therapeutics Inc.,"Newton, MA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.55
