Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Job State,Job Simplified,Seniority,Vader
 Key Duties and Responsibilities:
 Participate in the process of designing, data engineering, and developing data services (Streaming, ETL/ELT, Real-time analytics, Reporting) using Python, SQL and AWS services
 Adhere to modern methodologies for designing, coding, and testing
 Build connected, fully automated data systems and pipeline
 Work effectively with remote teams in various remote time zones
 Prepare data for prescriptive and predictive modeling
 Combine raw information from different sources into usable format
 Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes that depend on it
 Identify and implement automatable tasks and reusable frameworks
 Participate in sprint planning meetings and provide reasonable estimations
 Research and propose new process, techniques, or tools as solutions. Able to produce technical diagrams, explanations, and written documentation to promote proposed solutions
 Collaborate with data team members to ensure all services are reliable, maintainable, and well-integrated into existing platforms
 Review functional and technical designs to identify areas of risk and/or missing requirements
 
 Qualifications:
 3+ years of Python development experience, preferably writing modules that implement part of a streaming or batch ETL system in a cloud hosted environment
 3+ years of SQL experience (No-SQL experience is a plus)
 3+ years of experience with schema design and dimensional data modeling
 Ability in managing and communicating data warehouse / lake designs to stakeholders
 Experience designing, building, and maintaining data processing systems
 At least 3 years’ experience with modern DevOps automation ecosystems, preferably Git/GitHub/Bitbucket, Buildkite or Ansible (or similar)
 Real-world experience handling large data volumes (terabytes of storage and billions of rows)
 At least 3 years experience configuring, using, and performance tuning AWS cloud services:preferably S3, Glue, Athena, Kinesis, Firehose, Lambda, Cloudwatch, ECS, API Gateway, RDS (Postgres), SQS, SNS, SES
 Experience using AWS Redshift (or similar)
 Experience with CloudFormation or TerraForm
 Ability to prioritize, learn quickly, and do high-quality work
 Demonstrate understanding of modern APIs and endpoints, like REST and GraphQL
 Working understanding of Agile dev methodologies, especially Scrum and Kanban
 Good listener, communicator, collaborator, and documenter
 Proficient with Linux and shell scripting
 Experience with data warehouse, data mart, OLAP, dimensional modeling, Kimball method
 Good understanding of relational and document database concepts and best practices
 Know how to design a clean, performance-optimized relational data model, and reverse engineer existing databases into physical data model diagrams
 Experience using C*, Spark, Kafka, KSQL, Confluent, Pulsar and/or Kinesis helpful
 Automated testing experience using JUNIT or equivalent
 Some experience in software engineering (front, middle, back or all three) and application architecture
 Show Less
 Report",4.4,"Alianza, Inc.","Pleasant Grove, UT",201 - 500,Software Development,Information Technology,25 - 100,UT,data engineer,,0.35

Data Engineer,99000,"About Us
 MediaMath is the leading technology pioneer on a mission to make advertising better. We deliver outstanding results through powerful ad tech, partnership and a curiosity for what's next. We help more than 3,500 advertisers solve complex marketing problems so they can deepen their customer relationships across screens and around the world.
 Key Responsibilities
 MediaMath's Analytics Engineering team is currently seeking a Data Engineer with the knowledge, passion, and capability to build and work with complex datasets that are used by Analytics to discover and deliver insights that drive value for our clients. The Analytics team fulfils customers' advanced analytics and reporting needs through custom reports and analyses, advanced statistical applications, predictive modelling and interactive web dashboards to help clients effectively manage campaigns and optimize performance. As the Data Engineer on the Analytics Engineering team within the Analytics team, you will support these initiatives through building, maintaining, and optimizing data infrastructure
 US Proposed Salary- $88,000-$110,000
 You will:
 Become an expert in MediaMath data flows and the Analytics data infrastructure.
 Build, maintain, and own scalable data pipelines to support client data integration.
 Become a team SME in data munging and automated ETL processes.
 Work with Analysts to understand and leverage big data to solve client problems and needs.
 Ensure that data pipelines/systems adhere to team and company standards, and raise the bar on the standards when possible.
 Be a team player, and bring the team and company forward by solving team and company priorities.
 You are:
 Experienced in writing readable, re-usable code SQL and Python (our entire team uses Jupyter Notebook and Pandas!)
 Experienced with distributed system technologies, Hadoop, HiveQL, and Spark SQL/PySpark
 Experienced in implementing data pipeline health monitoring, alerting
 Experienced with data infrastructure troubleshooting and working with system logs
 Experienced developing data flow schematics/blueprints
 Advocate for automation and building efficient, scalable solutions
 Self-driven, with a hunger to learn and spread knowledge by teaching others
 Excellent communication skills – ability to synthesize and communicate technical concepts, limitations, and requirements to client-facing teams and stakeholders
 You have:
 Bachelor's Degree or higher, preferably with a concentration in a computational field such as Computer Science, Mathematics, Statistics, Physics, Engineering;
 1 - 3 years of experience in building, troubleshooting, and optimizing production ETL pipelines - ideally held a Data Engineer position previously
 Experience with data modelling, data integration, and working with disparate data sources, including APIs and relational databases
 Experience partnering with client-facing teams to understand client needs and translate them to technical requirements
 Nice-to-have's:
 Experience with cloud computing technology, preferably AWS (EC2, S3, RDS, Lambda)
 Experience working with REST APIs, web services, object-oriented technologies like Java, C++
 Public GitHub repos or notebooks that illustrate the way you think about data
 Exposure to ad-tech, digital marketing, or e-commerce industries
 Why We Work at MediaMath
 We are restless innovators, smart, passionate and kind. At the heart of our culture are three values that provide a framework for how we approach our work and the world: Win Together, Obsess Over Growth, and Do Good, Better. These values inform how we energize one another and engage with our clients. They get us amped to come to work.
 Founded in 2007 as a pioneer in ""programmatic"" advertising, MediaMath is recognized as a Leader in the Gartner 2020 Magic Quadrant for Ad Tech and has won Best Account Support by a Technology Company for two years in a row in the AdExchanger Awards.
 MediaMath is committed to equal employment opportunity. It is a fundamental principle at MediaMath not to discriminate against employees or applicants for employment on any legally-recognized basis including, but not limited to: age, race, creed, color, religion, national origin, sexual orientation, sex, disability, predisposing genetic characteristics, genetic information, military or veteran status, marital status, gender identity/transgender status, pregnancy, childbirth or related medical condition, and other protected characteristic as established by law.
 #LI-REMOTE
 Show Less
 Report",3.4,MediaMath,"New York, NY",501 - 1000,Publishing,Media & Communication,100 - 500,NY,data engineer,,0.48

Junior Data Engineer,64000,"We're the premier, remote accounting, tax, and consulting firm built exclusively to serve the craft brewing industry.
 Our mission is to help craft breweries grow profits and build deep successful relationships. And our team is filled with expert, autonomous, adaptable, technology-driven high performers.
 Are you up for the challenge?
 We're looking for a full-time, remote Junior Data Engineer to join our specialized team. The main objective of this role is to design, develop, implement, and improve both internal and external applications to support our brewery clients and team in accordance with the SBS Core Values.
 About The Role
 This role will report to our Technology/Product Manager and is accountable for fulfilling the following responsibilities:
 Building our data pipeline and analysis applications. A key aspect of the consulting service we provide to clients involves the collection, aggregation, analysis, modeling, and usage of financial data and benchmarks. We use this data both internally to develop and inform strategy, as well as externally through our Benchmarks Assessment (https://sbstandard.com/assessment/) and Compass analysis product (https://sbstandard.com/levelup-compass/). You'll be responsible for working with our team to build out our data pipeline for these tools, and progressively increasing our ability to aggregate, analyze, query, and feed back this data into our reporting, analysis, and consulting work. Platforms we're building with include: SQL, Airflow, Excel Visual Basic for Applications (VBA), Google Apps Script, Intuit/QuickBooks Online.
 New process and technology R&D. We're always looking for new opportunities to provide both our team and our clients access to additional tools that give them leverage, automate and streamline processes, and overall make work more efficient. Part of your time will be dedicated to researching, testing, and prototyping new tech and application options.
 Participate and contribute to the overall success of our team. Each week the team meets to share wins, progress, and knowledge, as well as identify and solve issues at multiple levels (company, team, individual). Your full participation in this process is critical to ensure that we are operating as a cohesive, high-performance unit.
 About You
 We're looking for an individual who:
 Is a problem solver through-and-through. Everywhere you look, you both (a) see problems to solve, and (b) see solutions and new ways of doing things that just haven't been done yet. You know how to think outside of the box, are willing to “go there” with new ideas and solutions that haven't been done before, and have the confidence to start building, testing, iterating, and making sh*t work.
 Is a systems thinker. You understand both the big picture and how the functional components fit together, and have the ability to take a specific analysis outcome and generalize it to fit a wide range of scenarios through structure and sound system design.
 Can fail fast, iterate, and learn. You're an independent, self-directed, learner who isn't afraid to “move fast and break stuff” knowing that failure is a prerequisite to success, ESPECIALLY in product development. You may not have traditional credentials, but what you do have is the ability to rapidly learn, adopt, test, and understand new languages, platforms, tools, and solutions.
 Is a manager of one. Unlike working within a traditional firm, in this role you'll be in the driver's seat, managing your workflow and workload in order to meet the standard set of deliverables required for each client.
 About Our Culture
 We're fully remote, with team members and clients located all across the U.S. and have developed our own unique culture we call The SBS Way, within which we operate, evaluate performance, and make decisions using our core values as a guide:
 Be Antifragile. Everything we do, good or bad, makes us better. And every experience is an opportunity for learning and continuous improvement.
 Play The Long Game. We make decisions, to the best of our ability, in the long-term interest of our firm, our team, our clients, and our broader industry and community.
 Embrace Technology. We welcome new technologies with open arms, and are always exploring, testing, and implementing them in the interest of enhancing both our internal capabilities and our client's outcomes.
 Build and Trust The Process. Each member of the team is committed to building, following, and improving the processes we use to deliver exceptional results for our clients.
 Act as A Team of Expert Knowledge Workers. We openly and willingly collaborate, communicate, and provide rapid, direct feedback in the interest of learning, improving and developing ourselves.
 Working At SBS
 What it's like working at our firm:
 High flexibility. We believe in the ability of our team to determine the best way to complete their work. We measure outputs, not inputs. We don't have time sheets. We don't track hours. We don't pay attention to when and where our team works. Your schedule is yours to make.
 High accountability. What we care about most is that we deliver on what we promise to our clients. In this respect, we measure and manage to our deliverable performance metrics and ensure each team member takes ownership over their accomplishment with a high level of quality that aligns with our core values
 Great pay for great work. We pay based on the characteristics that matter: position (and its market value), level of mastery, and longevity with the firm. All of which aim to ensure each member of the team feels they are compensated well and can focus on great work.
 Merit-based career progression. We have clearly established career tracks, performance benchmarks, and mastery levels set for all of our core positions. How quickly you progress is entirely under your control, with a quarterly review and bi-annual promotion consideration cycle in place to evaluate your progress.
 Generous benefits. We offer a generous benefits package that includes medical, dental, and vision insurance enrollment; as well as an IRA match, tech stipend, 3 weeks of paid time off, and entry into our profit share bonus program after two years of service.
 Personal and and team development. In addition to our overall continuous learning focus, we also provide support for personal development in the form of expense coverage for continuing education (books, courses, training, certifications, etc.) as well as experiential learning (brewery visits, industry events and conferences, etc.). Each year we also meet in person for an all-expenses-paid annual retreat as a team. No work. Lots of fun. Lots of client beer.
 Job Requirements
 The following basic requirements must be met:
 Previous experience in SQL development and database management.
 Previous experience building useful applications in scripting languages like VBA, Google Apps Script, Python, PHP, etc.
 Can do effective cross-functional work in a remote environment.
 Have crystal clear professional written and verbal communication skills.
 Have exacting organizational standards and a calm and friendly attitude.
 Available and responsive during normal business hours (9am-5pm Eastern Time, Monday-Friday).
 Have a strong, consistent internet connection and a work environment conducive to video calls.
 Preferred qualifications include:
 Direct previous experience building data pipelines.
 Direct previous experience building Airflow workflows and applications.
 Experience building out and managing API connections.
 Experience working with Quickbooks Online or similar accounting or finance platforms.
 Experience using Podio or similar remote project management tools (e.g. Trello, Asana, etc.).
 Next Steps
 If the position, culture, values, and mission at Small Batch Standard sound like they're the right fit for you, please apply here.
 Show Less
 Report",4.1,Small Batch Standard,Remote,1 - 50,Accounting & Tax,Financial Services,,Remote,data engineer,jr,0.32

Data Engineer-Alteryx,75715,"Lead the design, development, validation, and QA of ETL workflows and datasets in Alteryx. Update existing pipelines to migrate data into Snowflake using Alteryx.
 Assist in designing, developing, deploying, and the QA of production datasets.
 Assist in discovery to document process flows and understand impact on how data is generated and currently stored throughout the organization.
 Understand requirements for data, information, reporting, and analytic needs to ensure alignment with data warehouse architecture and data models.
 Support the translation of business and technical objectives into solution architecture requirements and data architecture designs.
 Develop queries, stored procedures, views and tables required to support appropriate levels of reporting and security.
 Create and update documentation like best practices, technical specifications, implementation guides, architecture diagrams, and design documents.
 Integrate multiple cross-functional data sources, including HR, ticketing, marketing, and customer service, to meet business and technical requirements by bringing perspective from all architecture domains (process, system, application information, data, and security).
 Identify, design, and implement internal process improvements, automate manual processes to optimize data delivery processes, and re-design infrastructure for greater scalability.
 Identify areas for data quality improvement by participating in root cause analysis. Make recommendations to prevent and remediate data quality issues through the appropriate choice of architectures and practices.
 Incorporate standards for gathering requirements for aggregate navigation, response time, repeatable queries, row-level security, etc., into data warehouse design.
 Recommend and advocate for data policies, governance structures and control frameworks for ongoing data management to ensure convergence, synchronization, accuracy, completeness and reliability.
 Make recommendations for optimization and performance improvements to database design, as well as improvements to ETL processes and tuning software and hardware for existing and projected needs. Work with team to establish and measure data quality metrics, investigate and resolve source data issues and continuously evaluate and refine transformation rules.
 Assist with troubleshooting and tuning business intelligence reports.
 Perform other duties as assigned.
 Education
 Bachelor's degree in Information Systems, Computer Science or related experience required
 Experience
 5+ years experience in SQL, data engineering, data warehouse design/implementation and data analytics
 3+ years experience in designing, developing, and managing tabular Enterprise Data Warehouse solutions. Experience with Snowflake a plus
 3+ years hands-on experience with Alteryx Designer
 Demonstrated experience using a variety of tools, including Power BI, Looker, Tableau, etc., to analyze and model raw datasets, experience with R or Python a plus
 Experience with building an EDW from beginning/beta version preferred
 Knowledge, Skills and Abilities
 Advanced SQL skills required. Extensive experience with relational database management systems: Oracle, SQL Server, Snowflake
 Requires thorough knowledge of data modeling, data warehouse, data management, and database development
 Strong technical knowledge of data integration tools, data modeling tools, metadata tools, and database design
 Experience with standard API integration delivery methods (REST, API, XML, JSON, etc.)
 Knowledge of implementing security features like access control, column masking, and role-based administration
 Must be a strong self-starter and possess strong analytical and investigative skills
 Must possess strong analytical and investigative skills and excellent interpersonal communication skills with the ability to write technical reports understandable to non-IT staff
 Job Type: Full-time
 Ability to commute/relocate:
 Nashville, TN 37214: Reliably commute or planning to relocate before starting work (Required)
 Experience:
 Alteryx Designer: 3 years (Required)
 SQL: 5 years (Required)
 Data warehouse: 5 years (Required)
 Show Less
 Report",3.8,Ryman Hospitality Properties,"Nashville, TN",501 - 1000,Culture & Entertainment,"Arts, Entertainment & Recreation",1000 - 5000,TN,data engineer,,0.41

Senior Data Engineer,114026,"HCLTech is looking to hire a Senior Data Engineer for an ongoing engagement with our client who is the largest online search platform company.
 Job requirement and responsibilities :
 Experience using SQL or other query languages.
 Application deployment using AWS, Azure, GCP, Virtual Machines, or Docker
 Big data technologies such as Hadoop, MapReduce, Hive, and Pig.
 Expertise building applied models, systems or projects in one or more of the following areas: ML/AI engineering and deployment technology.
 Develop and execute plans to generalize products across titles with our engineering partners.
 Effectively communicate data science projects and products within the organization.
 Professional experience in manipulating data sets, building statistical models and productizing models along with experience applying Data Science methodologies to real-world problems.
 HCL_ERS
 Job Type: Full-time
 Pay: $87,614.89 - $140,437.61 per year
 Benefits:
 401(k)
 Dental insurance
 Employee assistance program
 Health insurance
 Life insurance
 Paid time off
 Relocation assistance
 Tuition reimbursement
 Vision insurance
 Schedule:
 8 hour shift
 Monday to Friday
 Ability to commute/relocate:
 Dallas, TX 75201: Reliably commute or planning to relocate before starting work (Required)
 Work Location: In person
 Speak with the employer
 +91 9411124208
 To apply to this job, click Easy Apply
 Show Less
 Report",3.7,HCL America Inc,"Dallas, TX",10000+,Computer Hardware Development,Information Technology,10000+,TX,data engineer,senior,0.14

Data Engineer,117327,"Welcome to Jetty, the financial services platform on a mission to make renting a home more affordable and flexible. We've built multiple financial products that benefit both renters and property managers - and we're just getting started.
 
 As a member of the Jetty engineering team, you're passionate about building fintech products that provide value to our customers and to Jetty. You are motivated by designing engineering systems around complex business problems. You love to learn, take on challenges, and are empowered in a fast-paced and transparent culture. You're comfortable finding the right tool or pattern for the job, and advocating for improvements to the way we work.
 
 As a Data Engineer, your goal is to cultivate a data-informed culture and create insights that will be leveraged across the entire organization. You have experience executing at a high level, solving complex problems, and delivering solutions with real business impact - and you're excited by the opportunity to apply those principles to a new, best in class function.
 
 Role & Responsibilities
 Build / Support our modern data stack (Snowflake / Fivetran / DBT / Tableau)
 Implement the Five Pillars of Data Observability
 Write ELT code using modern software engineering practices (Git, automated testing and deployments)
 Build and maintain data pipelines to support various business processes and reporting (Fivetran / AWS Lambdas)
 Document our data models in a user friendly way for our business stakeholders
 Partner with the Product Engineering team to ensure we are capturing the data we need from our applications for analytics and to iterate on our development practices for the data analytics team.
 Be an enthusiastic evangelist of our modern data stack (Fivetran / DBT / Snowflake / Tablea)
 Be the resident resource on building standard reports and BI dashboards
 Experience & Qualifications
 4+ years of experience working in a data / analytics engineering role
 High proficiency in Snowflake / Fivetran / dbt / Tableau
 High proficiency in SQL and Python
 Ability to collect, interpret, and synthesize inputs from various parts of the business into data model requirements
 Ability to simplify without being simplistic - ability to communicate complex topics and actionable insights in a compelling way that can be understood by a variety of audiences
 Inherent curiosity and analytical follow-through — you can't help but ask ""why?"" and love using data and logic to explore potential solutions
 Ability to balance ""Rigor"" and ""Scrappiness"" — you know the difference between 80/20 and giving something 110%; as well as when each is appropriate.
 Deep understanding of the first and second order effects of reporting — you know the power of presenting the right data to the right people at the right time
 Experience in a data/analytics function at a high-growth startup managing multiple stakeholders and delivering actionable insights
 About Jetty
 
 At Jetty, we know renting a home can be a financial challenge. That's why we're on a mission to make renting accessible to everyone. Jetty offers four financial products designed to help our members every step of the renting process: Jetty Deposit, a low-cost security deposit product that dramatically reduces move-in costs; Jetty Rent, a flexible rent payment program to eliminate pricey late rent fees; Jetty Credit, a credit building service that helps renters build credit just by paying rent; and Jetty Protect, an affordable renters insurance product that provides comprehensive coverage in just a few clicks.
 
 Jetty has raised multiple rounds of venture capital from investors including Khosla Ventures, Ribbit Capital, Citi, Valar, and strategic investors. We've built a highly collaborative team working remotely around the country, and we believe in finding the best talent—regardless of where they live. To learn more about life at Jetty, visit jetty.com/careers.
 
 Jetty is firmly committed to building a team as diverse as our Members. We are proud to provide equal employment opportunities for all candidates regardless of race, ancestry, citizenship, sex, gender identity or expression, religion, sexual orientation, marital status, age, disability, or veteran status.
 
 Benefits & Perks
 Health (with HSA and FSA options), dental, and vision insurance through Aetna & MetLife
 401(k) retirement savings program
 Optional life and disability coverage
 20 days of PTO + 12 holidays, ""Jetty Winter Break,"" and flexible sick days
 Generous parental leave policy
 Flexible remote work in any US location (keeping east coast hours)
 Stipends to cover WFH set-up, childcare, phone/internet bill, and optional co-working space
 Show Less
 Report",4.2,Jetty,"New York, NY",51 - 200,Insurance Agencies & Brokerages,Insurance,,NY,data engineer,,0.51

Data Engineer (Azure),88197,"Dallas, Texas | Fixed Term Contract
 
 Position: Azure Data Engineer
 Location: Dallas, TX
 Client: Direct Client
 Requirement
 8+ years of overall experience developing data solutions leveraging Microsoft technologies (SSIS and or ADF, SSAS, SQL Server, Azure SQL/Synapse)
 2+ years of overall experience developing end to end cloud native enterprise data platforms on Azure (Must have a solid understanding of cloud concepts: Storage, Compute, Network and Managed Services)
 Ability to work with key stake holders (both functional and technical) to understand the requirements, create a technology proposal, evaluate it and help the implementation team
 Very good data warehousing and data modeling skills (Kimball, Inmon, Star, Snowflake, Constellation)
 Very good knowledge of the source and destination systems connectors
 4+ years of experience working on SQL Data Warehouse and/or Azure Synapse
 4+ years of experience working on SQL, T-SQL, Stored procedures, Functions
 2+ years of experience working on SSIS
 1+ years of experience building data lakes leveraging ADLS or Blob storage
 1+ years of experience implementing solutions involving Storage and Compute separation
 Python or C# experience is a nice to have
 Power BI experience is a nice to have
 Azure Analysis Services experience is a nice to have
 Azure Databricks experience is a nice to have
 Snowflake Cloud Data Platform experience is a nice to have
 Show Less
 Report",4.1,Anblicks,"Dallas, TX",201 - 500,Information Technology Support Services,Information Technology,5 - 25,TX,data engineer,,0.98

Data Engineer,87017,"Ixaris is recruiting a Data Engineer to join our diverse, ambitious team.
 
 Who we are
 From launching Europe’s first virtual cards to shaping the future of payments, innovation is in our DNA. Ixaris is a Principal Issuing Member of Visa and Mastercard. We help customers in more than 50 countries make smarter payment choices, processing.
 
 We are on a mission to make payments smarter because we know payments can be a driver for innovation and growth across every business and industry. Our challenges are unique, so we need as many different voices as possible to join us in solving them. Voices like yours.
 
 The Data Engineer
 The Data Engineer role is part of the Business Intelligence function at Ixaris. The Data Engineer collaborates closely with stakeholders across the company to design, develop and maintain our payments data warehouse and business intelligence solutions. Data Engineers draw their expertise and experience to assist in engineering high-quality solutions to complex problems in the domain, helping to shape the future of our platform and constantly raise the bar.
 
 What you'll do
 
 Acquire and maintain an in-depth understanding of the business logic embodied in our data solutions, its development infrastructure and project delivery process.
 Work in a multi-functional team to design and implement phases of product and technical initiatives, making effective data engineering decisions.
 Be accountable for quality code and a champion of best industry practices, keeping up to date with technological trends.
 Actively participate in guilds and community of practice teams and initiatives, shaping the technology roadmap
 Eager to learn about new technologies and adapt to team dynamics.
 Ability to support the running of data solutions in a critical environment.
 Urge to learn about the dynamics of the payments eco-system.
 
 Who you are
 2+ years of experience working in data or business intelligence environments.
 Well-rounded knowledge of cutting-edge technologies and data engineering practices and processes, up to date with the latest developments.
 Good knowledge of data warehouse design and concepts
 Good knowledge of an object-oriented language such as Python, Java or Scala
 Expert in SQL
 Experience with Database Management Systems such as Microsoft SQL Server and MySQL.
 Proficient in using a data integration tool such as Talend, Pentaho or SSIS.
 Experience using a data visualisation tool such as PowerBI, Tableau or QlikView.
 Experience of an analytics engine such as Apache Spark and ability to write applications using libraries such as DataFrames and Spark Streaming is desirable.
 Knowledge of statistical computing language such as R will be considered an asset.
 
 Perks of the job
 Assistance relocating to Malta.
 Full health insurance coverage.
 Annual wellness stipend for sports equipment or gym memberships.
 Free-flowing, healthy snacks at our Malta office location.
 Professional training and development opportunities.
 Paid maternity and paternity leave.
 Show Less
 Report",3.2,Ixaris,"Malta, MT",51 - 200,Financial Transaction Processing,Financial Services,,MT,data engineer,,0.37

Data Engineer,915200,"Contract to hire role with NASDAQ. Remote role.
 2 rounds of interview:
 1. 90 Minutes python test
 2. 30 minutes interview
 Please check the JD below:
 · Looking for resources to support the Data Analysis Team. Support includes design, development, and testing. These tasks include, but are not limited to the following features:
 · Analyse environmental, social and governance (ESG) data to ensure the creation and configuration of our clients' accounts.
 · Data modelling in YAML
 · Indicator configuration YAML
 · Apply Data Pipeline transformation using Python on client’s data.
 Skills Required:
 Python programming basic knowledge of SQL GIT Data Set Analysis Expectation: Data Set Analysis Interacting with Customer Support team - Dealing with Questions from (vendor & Customer Support team) Communication skills updating Documents. Maintain 100s of Data Sets Debugging, QA check, Alarms, writing code from Scratch Maintenance – bulk of work ETL not necessarily good to have.
 Job Type: Contract
 Salary: $36.00 - $52.00 per hour
 Experience level:
 6 years
 Schedule:
 8 hour shift
 Monday to Friday
 Experience:
 Python: 4 years (Required)
 SQL: 1 year (Preferred)
 YAML: 3 years (Preferred)
 Work Location: Remote
 Show Less
 Report",4.8,Excelgens,Remote,51 - 200,Information Technology Support Services,Information Technology,5 - 25,Remote,data engineer,,0.17

Data Analytics Engineer,115000,"Description:
 The Data Analytics Engineer career opportunity is a full-time permanent position located in Atlanta, GA. Working remotely is acceptable. Must be willing to travel to Atlanta, GA as needed. Relocation is not provided. This is It is not a contract position.
 The Data Analytics Engineer will build and maintain a data warehouse\data lake and analytics infrastructure in support of our business analytics and data reporting. The infrastructure created by this team is critical in the team’s mission to support and provide insights.
 Responsibilities:
 Design and build Data Build Tool (dbt) data models
 Analyze data to identify data quality issues
 Monitor data models and resolve issues to make sure data loads into the warehouse
 regularly.
 Testing of all data processes
 Ensure all data points are reporting
 Continuous improvement of the data warehouse\data lake environment
 Create customized reports and dashboards utilizing Power BI
 Requirements:
 Required Qualifications:
 A minimum of three years of professional working experience as a data analytics engineer (not as an intern).
 A minimum of three years of experience with Data Build Tool (dbt) data models
 A minimum of three years experience working in an AZURE environment
 Working experience using Power BI
 Working experience creating and optimizing complex SQL queries
 Working experience creating and maintaining a SMP data warehouse\data lake
 Expert level Excel and experienced in analyzing performance and sales data to draw conclusions and make recommendations
 Expertise with writing SQL queries from scratch or altering existing code
 Familiar with Azure cloud SQL platform, like Azure SQL Database
 Proficient in navigating large, complex and possible disparate data sets and transforming and/or joining from those sets using SQL.
 Preferred Qualifications:
 C-Store experience
 Working experience with POS Data extracts
 Relocation is not provided.
 Show Less
 Report",3.4,Krispy Krunchy Foods LLC,Remote,,Food & Beverage Stores,Retail & Wholesale,,Remote,data scientist,,0.31

Data Engineer,90674,"Summary
 Apex Health Solutions is leading a healthcare transformation through our partnerships with physicians and healthcare insurers. Through our unique models, Apex empowers physicians to truly manage a patient’s health, delivering high quality, affordable care in a modern, patient focused approach.
 The Data Engineer will support the implementation of projects focused on collecting, aggregating, storing, reconciling, and making data accessible from disparate sources to enable analysis and decision making. In this role, the Data Engineer will play a critical role in connecting our partners and enabling our critical solutions through use of actionable data and empowering processes through harmonized data across the entire spectrum from care provision, claim payment and process visibility. Join our fast-paced, experienced team of healthcare leaders and re-shape healthcare!
 Essential Functions
 Translate business requirements to technical solutions leveraging strong business acumen.
 Conduct data profiling, cataloging, and mapping for technical design and construction of technical data flows.
 Analyze current business practices, processes and procedures as well as identifying future business opportunities for leveraging Microsoft Azure Data & Analytics PaaS Services.
 Support the planning and implementation of data design services, providing sizing and configuration assistance and performing needs assessments.
 Delivery of architectures for transformations and modernizations of enterprise data solutions using Azure cloud data technologies.
 Design and build modern data pipelines, data streams, and system integration.
 Creation of procedures and code to facilitate the movement of data to and from files and formats using ETL/ELT processes.
 Ensure code can be deployed using Azure DevOps.
 Design and build data service APIs.
 Ongoing management of data processing jobs and routines within an Azure/SQL Server environment.
 Develop and maintain data warehouse schematics, layouts, architectures and relational/non-relational databases for data access and advanced analytics.
 Support and research issues across all application layers and database.
 Expose data to end users using PowerBI.
 Implement effective metrics and monitoring processes.
 Education
 Bachelor of Computer Science, MIS or equivalent degree.
 Experience
 3+ years of experience implementing data pipelines and cloud data transformation processes using latest technologies and techniques, including Azure Data Factory, Event Hub, Azure Devops, Databricks, Azure Storage/Data Lake, Azure SQL Database.
 Strong relational database and scripting languages (T-SQL, Python) with experience in Azure SQL DW.
 Experience in data modeling and advanced SQL techniques.
 Knowledge in database management, such as performance tuning of the Enterprise Data Warehouse, Data Mart, and Business Intelligence Reporting environments, and support the integration of those systems with other applications.
 Knowledge of emerging data healthcare data and security standards, such as FHIR and HIPAA
 Familiarity with HL7 or other healthcare-related EDI protocols and both clinical and administrative healthcare data sources.
 Experience working in an environment using Agile/SCRUM methodologies and principles.
 Excellent problem solving, analytical, and critical thinking skills.
 Familiarity with working in a regulated industry, preferably in health care.
 Microsoft Azure certifications are a plus.
 Show Less
 Report",3.6,Apex Health Solutions,"Houston, TX",,Internet & Web Services,Information Technology,,TX,data engineer,,0.29

Data Migration Engineer,90000,"Mark43 is approved to hire in 27 states, including AL, AZ, CA, CO, CT, DC, DE, FL, GA, ID, IL, IN, IA, KS, KY, LA, MA, MD, ME, MI, MN, NE, NH, NJ, NM, NV, NY, NC, OH, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WV, and WI. Mark43 is also approved to hire in Canada and the United Kingdom. Before applying to a remote role, please ensure that you are able to perform the position in one of the states or countries listed above. State locations and specifics are subject to change as our hiring requirements shift.
 Mark43's mission is to empower communities and their governments with new technologies that improve the safety and quality of life for all. We build powerful, scalable, and elegant software that sets a new standard for the tools upon which our first responders rely. Our users are diverse, and we are therefore committed to embracing diversity of thought and experience within our team.
 We are looking for a Data Migration Engineer (ETL Developer) to join our team. You will be responsible for designing, developing, and executing data migrations that allow our customers to seamlessly transition critical operations to Mark43. As a Data Migration Engineer you will not only manage your own small portfolio of migration projects but will also play a critical role in helping our migration partners perform successful projects for our customers. You will partner with our migration contractors to provide them with project management, decision making and executable feedback. You will also partner with our customers to understand and find new value in their legacy data. You will collaborate with Mark43 migration, engineering, and deployments teams to continuously improve the data migration process to help us scale over time.
 This role requires a sharp attention to detail, strong organizational skills, an interest in working directly with public safety customers, and a passion for data. Members of our current team have backgrounds in data migration engineering, ETL development and SQL development at large SaaS companies.
 
 What you can expect to work on:
 Perform mid to large-scale data migrations from customers' legacy systems into a multi-cloud environment
 Manage our migration contractor partners through our end to end migration lifecycle
 Analyze legacy databases to understand their unique data models and how that can be transformed to live in Mark43
 Write and execute complex SQL-based ETLs to Extract, Transform and Load legacy data into Mark43
 Become an expert on the Mark43 database and the implications of data decisions to our customers
 Work towards a worthwhile mission with a team of friendly and intelligent coworkers
 
 What we expect from you:
 2+ years of experience working in a data migration engineering, ETL development and/or SQL Development role
 Comprehensive understanding of the ETL process
 Experience writing complex SQL scripts
 Deep knowledge & understanding of database design, setup, and maintenance
 Experience managing contractors is a plus
 Interest in becoming an expert in public safety data as well as Mark43's products
